epoch,train_loss,train_auc,train_points_auc,train_accuracy,test_auc,test_points_auc,test_accuracy
0.0,0.8337960024313074,,0.5515438914299011,0.5000441670417786,,0.5440312027931213,0.47613856196403503
1.0,0.8340697748954996,,0.5511282086372375,0.5000441670417786,,0.5545337796211243,0.47613856196403503
2.0,0.8337402382314456,,0.5510850548744202,0.5000441670417786,,0.5530380606651306,0.47613856196403503
3.0,0.835451706802121,,0.5510750412940979,0.5000441670417786,,0.5546444058418274,0.47613856196403503
4.0,0.835287194726893,,0.55119389295578,0.5000441670417786,,0.5516282320022583,0.47613856196403503
5.0,0.8351835317596075,,0.5512478351593018,0.5000441670417786,,0.5448690056800842,0.47613856196403503
6.0,0.8344253483151014,,0.5513797998428345,0.5000441670417786,,0.5421996116638184,0.47613856196403503
7.0,0.834351027473718,,0.5523680448532104,0.5000441670417786,,0.5361270308494568,0.47613856196403503
8.0,0.8368953689586882,,0.5649391412734985,0.5000441670417786,,0.5506635904312134,0.47613856196403503
9.0,0.8384972942064914,,0.588935136795044,0.5000441670417786,,0.5561524033546448,0.47613856196403503
10.0,0.842649898694643,,0.6190308332443237,0.5000441670417786,,0.5577367544174194,0.47613856196403503
11.0,0.8447390838470491,,0.6595876216888428,0.5000441670417786,,0.5585275888442993,0.47613856196403503
12.0,0.8454021341315515,,0.6793099641799927,0.5000441670417786,,0.5590461492538452,0.47613856196403503
13.0,0.8484733680675216,,0.7097020149230957,0.5000441670417786,,0.5605745911598206,0.47613856196403503
14.0,0.8515331799344968,,0.7452427744865417,0.5000441670417786,,0.5617033839225769,0.47613856196403503
15.0,0.8533408785027123,,0.777782142162323,0.5000441670417786,,0.5619022846221924,0.47613856196403503
16.0,0.8545467976795746,,0.792921781539917,0.5000441670417786,,0.5622400045394897,0.47613856196403503
17.0,0.8550453121201911,,0.8006630539894104,0.5000441670417786,,0.5625772476196289,0.47613856196403503
18.0,0.8552426219645715,,0.8078529238700867,0.5000441670417786,,0.5627973079681396,0.47613856196403503
19.0,0.8559279015812551,,0.8134765028953552,0.5000441670417786,,0.5628827810287476,0.47613856196403503
