epoch,train_loss,train_auc,train_points_auc,train_accuracy,test_auc,test_points_auc,test_accuracy
0.0,0.8353004998583798,,0.5515432953834534,0.5000441670417786,,0.546413004398346,0.47613856196403503
1.0,0.8342148179915703,,0.5511903762817383,0.5000441670417786,,0.5548834800720215,0.47613856196403503
2.0,0.8348015002584424,,0.5511645674705505,0.5000441670417786,,0.538198709487915,0.47613856196403503
3.0,0.8345141837909004,,0.5512068867683411,0.5000441670417786,,0.5551477074623108,0.47613856196403503
4.0,0.8342113662156487,,0.551270604133606,0.5000441670417786,,0.5508413314819336,0.47613856196403503
5.0,0.8343091167279986,,0.5515133142471313,0.5000441670417786,,0.550277829170227,0.47613856196403503
6.0,0.8342144667837329,,0.5525614619255066,0.5000441670417786,,0.5509724617004395,0.47613856196403503
7.0,0.8343037054580336,,0.5533705353736877,0.5000441670417786,,0.549628734588623,0.47613856196403503
8.0,0.8355033076170895,,0.5559380650520325,0.5000441670417786,,0.5503295660018921,0.47613856196403503
9.0,0.8369900329892859,,0.5602763295173645,0.5000441670417786,,0.5484421849250793,0.47613856196403503
10.0,0.8365854307729859,,0.5649012923240662,0.5000441670417786,,0.5527289509773254,0.47613856196403503
11.0,0.83711089839437,,0.5693502426147461,0.5000441670417786,,0.5530186891555786,0.47613856196403503
12.0,0.8368546482063698,,0.5777015686035156,0.5000441670417786,,0.5541483759880066,0.47613856196403503
13.0,0.8384439908254733,,0.5917044281959534,0.5000441670417786,,0.5542011260986328,0.47613856196403503
14.0,0.8408388301721357,,0.6111928224563599,0.5000441670417786,,0.5555518865585327,0.47613856196403503
15.0,0.8416368182238348,,0.635793149471283,0.5000441670417786,,0.5565847754478455,0.47613856196403503
16.0,0.8444020039871178,,0.6573731899261475,0.5000441670417786,,0.5575361251831055,0.47613856196403503
17.0,0.8466694161446793,,0.6799346804618835,0.5000441670417786,,0.5588427782058716,0.47613856196403503
18.0,0.8492573264890172,,0.7041868567466736,0.5000441670417786,,0.5598439574241638,0.47613856196403503
19.0,0.8502931356495188,,0.7264857292175293,0.5000441670417786,,0.5604254603385925,0.47613856196403503
